ANNO,MES,COLOMBIA_TELECOMUNICACIONES,COLOMBIA_MOVIL,COMUNICACION_CELULAR_COMCEL,EMPRESA_DE_TELECOMUNICACIONES_DE_BOGOTA,UNE_EPM,AVANTEL,ALMACENES_EXITO,VIRGIN_MOBILE,PARTNERS_TELECOM,SETROC_MOBILE,UFF_MOVIL,CELLVOZ_COLOMBIA,LOGISTICA_FLASH,LOV_TELECOMUNICACIONES,SUMA_MOVIL
2012,1,40.95356211,0,55.46701558390554,3.201783918653046,0,0,0,0,0,0,0.3776383827304134,0,0,0,0
2012,2,43.29121413507548,0,56.31556955027597,0,0,0,0,0,0,0,0.3932163146485474,0,0,0,0
2012,3,33.61436944957181,22.296836340853663,43.75702692296504,0,0,0,0,0,0,0,0.33176728660948007,0,0,0,0
2012,4,33.45179219413269,21.695223234941952,44.52435225734403,0,0,0,0,0,0,0,0.3286323135813339,0,0,0,0
2012,5,32.200101854999964,21.712116998325943,43.47422711960175,2.272367984358455,0,0,0,0,0,0,0.34118604271388875,0,0,0,0
2012,6,33.14256699189977,22.71675308825657,43.800740258633866,0,0,0,0,0,0,0,0.33993966120978975,0,0,0,0
2012,7,32.70445326335245,22.81874533531024,44.11785886469823,0,0,0,0,0,0,0,0.3589425366390894,0,0,0,0
2012,8,32.42919733,23.246969779654904,43.952809098672574,0,0,0,0,0,0,0,0.37102379313632483,0,0,0,0
2012,9,31.245671486952574,22.28308208886198,43.36588914675944,2.7567009763503108,0,0,0,0,0,0,0.3486563010756974,0,0,0,0
2012,10,31.087971891473572,22.347106060159085,44.20799902412171,1.9874800489844184,0,0,0,0,0,0,0.36944297526121406,0,0,0,0
2012,11,32.00145936386044,22.771704122136708,44.895326737464494,0,0,0,0,0,0,0,0.33150977653836106,0,0,0,0
2012,12,31.130938693447163,22.672478097279065,45.843088512076555,0,0,0,0,0,0,0,0.35349469719722093,0,0,0,0
2013,1,29.162284074171534,21.27671463351025,46.06560232696994,1.6092825591112612,1.566276806347374,0,0,0,0,0,0.31983959988964517,0,0,0,0
2013,2,29.51908422363546,22.081295724748664,46.71026030648833,0,1.3783290085866649,0,0,0,0,0,0.3110307365408865,0,0,0,0
2013,3,28.743658652861576,21.90299843678575,47.11998676247355,0,1.8938566547460067,0,0,0,0,0,0.33949949313311634,0,0,0,0
2013,4,28.01378818020247,21.336436528990173,46.64721419923806,1.451590293975269,2.181753504,0,0,0.011569292931448826,0,0,0.3576480005972385,0,0,0,0
2013,5,28.18262098096796,21.93007912735457,47.396601850475896,0,2.0217719999635406,0,0,0.039259272256462224,0,0,0.42966676898157313,0,0,0,0
2013,6,27.663299947033437,21.290719451221772,48.592295537331246,0,2.016091143646983,0,0,0.074373435,0,0,0.3632204856219148,0,0,0,0
2013,7,26.797535396700788,20.61457521898808,48.67778158849346,1.1525517355538295,2.2476296683556827,0,0,0.14566078104157065,0,0,0.3642656108665853,0,0,0,0
2013,8,26.56823967960071,21.12563122862441,49.23380039371669,0,2.5111964436750323,0,0,0.19559430235245806,0,0,0.3655379520306992,0,0,0,0
2013,9,26.494666133130725,20.829343128789837,49.27048199,0,2.845307296380225,0,0,0.22233604465078166,0,0,0.33786540372903495,0,0,0,0
2013,10,25.839486688929032,20.61346267570426,48.80172046939683,0.9220512146761635,3.1994466940909847,0,0,0.28084409260705906,0,0,0.34298816459567627,0,0,0,0
2013,11,26.12371387902555,20.481549663655052,49.21795189081071,0,3.5166724501936164,0,0,0.33360277481818235,0,0,0.3265093414968913,0,0,0,0
2013,12,24.898498057463975,20.974334824281936,49.54668912062063,0,3.8636982713116605,0,0,0.38249976587144024,0,0,0.3342799604503556,0,0,0,0
2014,1,25.568708444400922,20.20272475777885,50.16976795621761,0.7334117825707854,2.5634296193849995,0,0,0.415782113,0,0,0.34617532713291305,0,0,0,0
2014,2,24.86685828211834,20.82933656993759,50.64705909510362,0,2.989999183,0,0,0.3503810776418558,0,0,0.3163657924023974,0,0,0,0
2014,3,24.563656272928316,21.22640835,50.197158042293324,0,3.1842306512917173,0,0,0.47145307575014095,0,0,0.35709361191400013,0,0,0,0
2014,4,24.315002922901034,21.171742404089567,49.84691200788694,0.5996635291801992,3.258749328537279,0,0,0.4601795463796952,0,0,0.347750261,0,0,0,0
2014,5,24.549089309724522,20.961358929590165,50.41395022006226,0,3.221454625206799,0,0,0.499479632,0,0,0.3546672837863457,0,0,0,0
2014,6,24.319185328395566,21.11337792957623,50.31789472611945,0,3.350381335767668,0,0,0.5807087392215866,0,0,0.3184519409195016,0,0,0,0
2014,7,23.603938005775742,21.19162456556894,50.35512495369071,0.5606635136901351,3.288550248,0,0,0.6616418375968195,0,0,0.3384568760695836,0,0,0,0
2014,8,23.50220564598995,21.584225485485963,50.67458408786681,0,3.2362882684585226,0.031776456,0,0.6620005680201262,0,0,0.308919488,0,0,0,0
2014,9,23.92614621,21.59876416,49.88398466369778,0,3.5524027307763153,0.036171457,0,0.7088239798601531,0,0,0.29370680340432326,0,0,0,0
2014,10,23.573482220976796,21.384590637959736,49.825158743659095,0.8146557721616253,3.299814422841595,0.036937293593895464,0,0.7747363798932849,0,0,0.29062452891397306,0,0,0,0
2014,11,23.499735078359386,21.510992925247297,49.86951226211333,0,3.957578198336286,0.067925475,0,0.8191467981272543,0,0,0.2751092630128548,0,0,0,0
2014,12,22.64434765617134,21.903012737860497,50.68205465125634,0,3.451711348332516,0.1212875965171256,0,0.9010623168958428,0,0,0.2965236929663404,0,0,0,0
2015,1,22.552404785301892,20.41147345335996,52.53109822866846,0.10188742359507307,2.964513737545976,0.12021431312712905,0.10760492068669128,0.9343566420884676,0,0,0.27644649562635476,0,0,0,0
2015,2,22.69269981384097,19.315731235819815,53.55779665744615,0.16454514775917078,2.751050865992172,0.1958460902071725,0.097933847,0.9663522699223704,0,0,0.25804407229341086,0,0,0,0
2015,3,21.513601109672077,19.076676305916596,54.88200375711403,0.22931388764657645,2.7019675199928335,0.25586641775359126,0.1057067340143633,0.965213411,0,0,0.26965085727133764,0,0,0,0
2015,4,20.927988354556945,18.740617108926944,55.700582269077294,0.310618402,2.731963221427008,0.2844231893194916,0.12169387863037334,0.9373897279095678,0,0,0.244723848,0,0,0,0
2015,5,20.648305322280088,19.728631879186313,55.20683542103112,0.37660128845562413,2.4487570750565455,0.34111129351756037,0.11687231307293561,0.9042520025864259,0,0,0.22863340481339509,0,0,0,0
2015,6,20.571402945890707,19.329521015624934,55.82851286237535,0.45676618788413925,2.1737482732599767,0.4817017789348915,0.12795876917886242,0.8144770976823331,0,0,0.21591106916880615,0,0,0,0
2015,7,20.18102707,19.28925711905181,55.95067688346994,0.5285044722069706,2.0189273146776214,0.6554925057878818,0.12964864253837213,1.035303919954296,0,0,0.2111620706045116,0,0,0,0
2015,8,19.92088327942349,19.180871638015937,56.426120193722674,0.6005369928662968,1.9553860094684783,0.8668411494700056,0.14432628185128557,0.7085346473722268,0,0,0.19649980780960838,0,0,0,0
2015,9,20.276215624643832,18.812621240895805,56.35724976,0.7884977775661619,1.861598795628816,0.9193555697477365,0.13521092626020612,0.6512166716527986,0,0,0.19803363736574198,0,0,0,0
2015,10,20.11268663203197,18.767600850630416,56.19347037098843,0.8393476082984229,1.7233840655871555,1.0480401211360817,0.14743683621573772,0.9620357112827496,0,0,0.2059978038290358,0,0,0,0
2015,11,20.348583671533717,18.180632470859244,56.35691067005632,0.8802172984203579,1.7536539602304342,1.2050677591779224,0.14547576758659742,0.945803687,0,0,0.18365471482572338,0,0,0,0
2015,12,19.82374213611222,18.31315250887145,56.415326754649975,0.940055983,1.776703636875095,1.4148124243808946,0.17759268245045742,0.9571473074970934,0,0,0.18146656605492967,0,0,0,0
2016,1,20.439437071204136,17.235738703189497,57.447036546413955,0.9936682868681025,1.3576480978737224,1.278613837955673,0.14564229938449047,0.9418028785246899,0,0,0.16041227858573304,0,0,0,0
2016,2,21.385034989969302,16.71412011820157,56.82184687298104,1.0285758713789002,1.488148382,1.3702485438385972,0.13951538568444663,0.9089480150925245,0,0,0.14356182095902098,0,0,0,0
2016,3,19.51418477328362,18.540326085417593,57.36399380520636,0.9550920621229706,0.7783824157550152,1.5935956473173463,0.1517904581462161,0.968175628,0,0,0.1344591251050786,0,0,0,0
2016,4,20.520406798146215,18.36277150346215,56.375876005555845,1.0017710123243686,0.6464419034704528,1.829832416542828,0.16566904850337633,0.9688421171167446,0,0,0.12838919487801873,0,0,0,0
2016,5,20.593436948806232,18.500065708599443,55.922203009786855,1.0507000766144592,0.7997228253254787,1.8893731757044105,0.18308542310449782,0.9437029882021981,0,0,0.11770984385642659,0,0,0,0
2016,6,21.198007833970003,18.684546558633862,55.079116100299544,1.0405101206861882,0.6986867697069622,1.963164034338759,0.15855256906007772,1.073530470590537,0,0,0.10388554271406945,0,0,0,0
2016,7,22.16998118497074,17.78474112941102,55.10201812,1.052079240409421,0.6113987972901769,1.8831977198838643,0.17037927120128715,1.1091749209892408,0,0,0.11702961697495175,0,0,0,0
2016,8,21.704305755424937,17.39937263860993,55.728904031037786,1.1602643114680493,0.5546278173386104,2.037160093203855,0.17429001204075334,1.129280950271743,0,0,0.1117943906043377,0,0,0,0
2016,9,21.986179156562205,16.89602097199927,55.959187208289926,1.1529387919590408,0.47302554603136615,2.145459639855284,0.1739573032688214,1.1108911190713138,0,0,0.10234026296276946,0,0,0,0
2016,10,22.007716594051093,17.146821918665175,56.08311690359552,1.143429209066236,0.011015305395413845,2.166283701554303,0.18780434658056017,1.1508462667110562,0,0,0.1029657543806359,0,0,0,0
2016,11,22.384906158750436,16.55932178322877,56.13276235834227,1.2752247131877674,0.049207279,2.179586557640587,0.19087295153338205,1.1354329085775545,0,0,0.09268529,0,0,0,0
